the	B-Activity Data
software	I-Activity Data
.	O

After	O
each	O
of	O
these	O
activities	O
,	O
the	B-Activity Data
proper	I-Activity Data
system	I-Activity Data
functionality	I-Activity Data
is	O
tested	B-Activity
.	O

If	B-XOR Gateway
an	B-Condition Specification
error	I-Condition Specification
is	I-Condition Specification
detected	I-Condition Specification
another	B-Activity Data
arbitrary	I-Activity Data
repair	I-Activity Data
activity	I-Activity Data
is	O
executed	B-Activity
,	O
otherwise	B-XOR Gateway
the	O
repair	O
is	O
finished	O
.	O

The	O
Evanstonian	O
is	O
an	O
upscale	O
independent	O
hotel	O
.	O

When	O
a	B-Actor
guest	I-Actor
calls	B-Activity
room	B-Actor
service	I-Actor
at	O
The	O
Evanstonian	O
,	O
the	B-Actor
room-service	I-Actor
manager	I-Actor
takes	B-Activity
down	I-Activity
the	B-Activity Data
order	I-Activity Data
.	O

She	B-Actor
then	O
submits	B-Activity
an	B-Activity Data
order	I-Activity Data
ticket	I-Activity Data
to	O
the	B-Actor
kitchen	I-Actor
to	B-Further Specification
begin	I-Further Specification
preparing	I-Further Specification
the	I-Further Specification
food	I-Further Specification
.	O

She	B-Actor
also	O
gives	B-Activity
an	B-Activity Data
order	I-Activity Data
to	O
the	B-Actor
sommelier	I-Actor
(	O
i.e	O
.	O
,	O
the	O
wine	O
waiter	O
)	O
to	B-Further Specification
fetch	I-Further Specification
wine	I-Further Specification
from	I-Further Specification
the	I-Further Specification
cellar	I-Further Specification
and	I-Further Specification
to	I-Further Specification
prepare	I-Further Specification
any	I-Further Specification
other	I-Further Specification
alcoholic	I-Further Specification
beverages	I-Further Specification
.	O

Eighty	O
percent	O
of	O
room-service	O
orders	O
include	O
wine	O
or	O
some	O
other	O
alcoholic	O
beverage	O
.	O

Finally	O
,	O
she	B-Actor
assigns	B-Activity
the	B-Activity Data
order	I-Activity Data
to	O
the	B-Actor
waiter	I-Actor
.	O

While	B-AND Gateway
the	B-Actor
kitchen	I-Actor
and	O
the	B-Actor
sommelier	I-Actor
are	O
doing	B-Activity
their	B-Activity Data
tasks	I-Activity Data
,	O
the	B-Actor
waiter	I-Actor
readies	B-Activity
a	B-Activity Data
cart	I-Activity Data
(	O
i.e	O
.	O
,	O
puts	O
a	O
tablecloth	O
on	O
the	O
cart	O
and	O
gathers	O
silverware	O
)	O
.	O

The	O
waiter	O
is	O
also	O
responsible	O
for	O
nonalcoholic	O
drinks	O
.	O

Once	O
the	O
food	O
,	O
wine	O
,	O
and	O
cart	O
are	O
ready	O
,	O
the	B-Actor
waiter	I-Actor
delivers	B-Activity
it	B-Activity Data
to	O
the	B-Actor
guest	I-Actor
’	I-Actor
s	I-Actor
room	I-Actor
.	O

After	O
returning	B-Activity
to	B-Further Specification
the	I-Further Specification
room-service	I-Further Specification
station	I-Further Specification
,	O
the	B-Actor
waiter	I-Actor
debits	B-Activity
the	B-Activity Data
guest	I-Activity Data
’	I-Activity Data
s	I-Activity Data
account	I-Activity Data
.	O

The	B-Actor
waiter	I-Actor
may	O
wait	B-Activity
to	B-Activity Data
do	I-Activity Data
the	I-Activity Data
billing	I-Activity Data
if	B-XOR Gateway
he	B-Condition Specification
has	I-Condition Specification
another	I-Condition Specification
order	I-Condition Specification
to	I-Condition Specification
prepare	I-Condition Specification
or	I-Condition Specification
deliver	I-Condition Specification
.	O

The	B-Actor
MPON	I-Actor
sents	B-Activity
the	B-Activity Data
dismissal	I-Activity Data
to	O
the	B-Actor
MPOO	I-Actor
.	O

The	B-Actor
MPOO	I-Actor
reviews	B-Activity
the	B-Activity Data
dismissal	I-Activity Data
.	O

The	B-Actor
MPOO	I-Actor
opposes	B-Activity
the	B-Activity Data
dismissal	I-Activity Data
of	O
MPON	O
or	B-XOR Gateway
the	B-Actor
MPOO	I-Actor
confirmes	B-Activity
the	B-Activity Data
dismissal	I-Activity Data
of	O
the	O
MPON	O
.	O

The	B-Actor
fault	I-Actor
detector	I-Actor
reports	B-Activity
a	B-Activity Data
failure	I-Activity Data
to	O
the	B-Actor
MPO	I-Actor
or	B-XOR Gateway
MPO	B-Actor
has	O
a	O
suspicion	B-Activity
of	B-Activity Data
their	I-Activity Data
own	I-Activity Data
fault	I-Activity Data
.	O

The	B-Actor
MPO	I-Actor
shall	O
examine	B-Activity
the	B-Activity Data
failure	I-Activity Data
.	O

The	B-Actor
MPO	I-Actor
rejects	B-Activity
the	B-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
fault	I-Activity Data
detector	I-Activity Data
or	B-XOR Gateway
the	B-Actor
MPO	I-Actor
confirms	B-Activity
the	B-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
fault	I-Activity Data
detector	I-Activity Data
.	O

If	O
the	O
MPO	O
confirms	O
the	O
failure	O
of	O
the	O
fault	O
detector	O
,	O
he	B-Actor
informes	B-Activity
the	B-Actor
GO	I-Actor
and	O
the	B-Actor
MSP	I-Actor
.	O

The	B-Actor
MPO	I-Actor
fixes	B-Activity
the	B-Activity Data
fault	I-Activity Data
at	I-Activity Data
the	I-Activity Data
measuring	I-Activity Data
device	I-Activity Data
.	O

The	B-Actor
MPO	I-Actor
shares	B-Activity
the	B-Activity Data
results	I-Activity Data
of	I-Activity Data
the	I-Activity Data
repairs	I-Activity Data
carried	B-Further Specification
out	I-Further Specification
with	I-Further Specification
the	I-Further Specification
fault	I-Further Specification
detector	I-Further Specification
.	O

The	B-Actor
MPO	I-Actor
will	O
inform	B-Activity
the	B-Actor
GO	I-Actor
about	B-Activity Data
the	I-Activity Data
resolution	I-Activity Data
of	I-Activity Data
the	I-Activity Data
interference	I-Activity Data
.	O

The	B-Actor
MPO	I-Actor
will	O
inform	B-Activity
the	B-Actor
MSP	I-Actor
about	B-Activity Data
the	I-Activity Data
resolution	I-Activity Data
of	I-Activity Data
the	I-Activity Data
interference	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
requests	B-Activity
the	B-Activity Data
measurements	I-Activity Data
of	O
the	B-Actor
MSP	I-Actor
.	O

The	B-Actor
MSP	I-Actor
checks	B-Activity
the	B-Activity Data
received	I-Activity Data
request	I-Activity Data
.	O

The	B-Actor
MSP	I-Actor
denies	B-Activity
the	B-Activity Data
request	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
or	B-XOR Gateway
the	B-Actor
MSP	I-Actor
performs	B-Activity
the	B-Activity Data
measurement	I-Activity Data
.	O

The	B-Actor
MSP	I-Actor
informs	B-Activity
the	B-Actor
GO	I-Actor
about	B-Activity Data
the	I-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
reading	I-Activity Data
or	B-XOR Gateway
the	B-Actor
MSP	I-Actor
transmits	B-Activity
the	B-Activity Data
measured	I-Activity Data
values	I-Activity Data
to	O
the	B-Actor
GO	I-Actor
.	O

The	B-Actor
GO	I-Actor
processes	B-Activity
the	B-Activity Data
measured	I-Activity Data
values	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
sents	B-Activity
the	B-Activity Data
changed	I-Activity Data
values	I-Activity Data
to	O
the	B-Actor
MSP	I-Actor
.	O

The	B-Actor
GO	I-Actor
transmit	B-Activity
the	B-Activity Data
readings	I-Activity Data
to	O
the	B-Actor
SP	I-Actor
.	O

The	B-Actor
EC	I-Actor
tells	B-Activity
the	B-Actor
INQ	I-Actor
about	B-Activity Data
the	I-Activity Data
change	I-Activity Data
of	I-Activity Data
his	I-Activity Data
master	I-Activity Data
data	I-Activity Data
.	O

The	B-Actor
INQ	I-Actor
notifies	B-Activity
the	B-Actor
IP	I-Actor
of	O
the	B-Activity Data
change	I-Activity Data
.	O

The	B-Actor
IP	I-Actor
checks	B-Activity
whether	B-Further Specification
the	I-Further Specification
master	I-Further Specification
data	I-Further Specification
can	I-Further Specification
be	I-Further Specification
changed	I-Further Specification
at	I-Further Specification
the	I-Further Specification
desired	I-Further Specification
time	I-Further Specification
.	O

The	B-Actor
IP	I-Actor
confirmes	B-Activity
the	B-Activity Data
changes	I-Activity Data
of	I-Activity Data
the	I-Activity Data
INQ	I-Activity Data
or	B-XOR Gateway
the	B-Actor
IP	I-Actor
rejectes	B-Activity
the	B-Activity Data
changes	I-Activity Data
of	I-Activity Data
the	I-Activity Data
INQ	I-Activity Data
.	O

The	B-Actor
INQ	I-Actor
transmits	B-Activity
the	B-Activity Data
transaction	I-Activity Data
data	I-Activity Data
request	I-Activity Data
to	O
the	B-Actor
IP	I-Actor
.	O

The	B-Actor
IP	I-Actor
checks	B-Activity
the	B-Activity Data
request	I-Activity Data
of	I-Activity Data
the	I-Activity Data
INQ	I-Activity Data
.	O

The	B-Actor
IP	I-Actor
answers	B-Activity
the	B-Activity Data
question	I-Activity Data
of	I-Activity Data
the	I-Activity Data
INQ	I-Activity Data
depending	B-Further Specification
on	I-Further Specification
the	I-Further Specification
outcome	I-Further Specification
of	I-Further Specification
the	I-Further Specification
examination	I-Further Specification
,	O
i.e	O
.	O
Transmission	O
of	O
data	O
or	O
rejection	O
.	O

If	B-XOR Gateway
the	B-Actor
MPOO	I-Actor
sends	B-Activity
the	B-Activity Data
bill	I-Activity Data
for	I-Activity Data
the	I-Activity Data
temporary	I-Activity Data
continuation	I-Activity Data
of	I-Activity Data
the	I-Activity Data
metering	I-Activity Data
point	I-Activity Data
operations	I-Activity Data
to	O
the	B-Actor
GO	I-Actor
,	O
the	B-Actor
GO	I-Actor
examines	B-Activity
the	B-Activity Data
bill	I-Activity Data
.	O

If	B-XOR Gateway
the	B-Actor
MSPO	I-Actor
sends	B-Activity
the	B-Activity Data
bill	I-Activity Data
for	I-Activity Data
the	I-Activity Data
temporary	I-Activity Data
continuation	I-Activity Data
of	I-Activity Data
the	I-Activity Data
measurement	I-Activity Data
to	O
the	B-Actor
GO	I-Actor
,	O
the	B-Actor
GO	I-Actor
examines	B-Activity
the	B-Activity Data
bill	I-Activity Data
.	O

If	B-XOR Gateway
the	B-Actor
MSPO	I-Actor
sends	B-Activity
the	B-Activity Data
bill	I-Activity Data
for	I-Activity Data
additional	I-Activity Data
readings	I-Activity Data
to	O
the	B-Actor
GO	I-Actor
,	O
the	B-Actor
GO	I-Actor
examines	B-Activity
the	B-Activity Data
bill	I-Activity Data
.	O

If	B-XOR Gateway
the	B-Actor
MPOO	I-Actor
sends	B-Activity
the	B-Activity Data
bill	I-Activity Data
for	I-Activity Data
the	I-Activity Data
equipment	I-Activity Data
acquisition	I-Activity Data
to	O
the	B-Actor
MPON	I-Actor
or	I-Actor
the	I-Actor
GO	I-Actor
,	O
the	B-Actor
MPON	I-Actor
or	I-Actor
the	I-Actor
GO	I-Actor
examines	B-Activity
the	B-Activity Data
bill	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
or	I-Actor
the	I-Actor
MPON	I-Actor
confirms	B-Activity
the	B-Activity Data
invoice	I-Activity Data
with	I-Activity Data
payment	I-Activity Data
advice	I-Activity Data
to	O
the	B-Actor
MPOO	I-Actor
or	I-Actor
the	I-Actor
MSPO	I-Actor
,	O
or	B-XOR Gateway
the	B-Actor
GO	I-Actor
or	I-Actor
the	I-Actor
MPON	I-Actor
rejects	B-Activity
the	B-Activity Data
invoice	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPOO	I-Activity Data
or	I-Activity Data
the	I-Activity Data
MSPO	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
reports	B-Activity
the	B-Activity Data
meter	I-Activity Data
operation	I-Activity Data
to	O
the	B-Actor
GO	I-Actor
.	O

The	B-Actor
GO	I-Actor
examines	B-Activity
the	B-Activity Data
application	I-Activity Data
of	O
the	B-Actor
MPON	I-Actor
.	O

The	B-Actor
GO	I-Actor
rejects	B-Activity
the	B-Activity Data
application	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
or	B-XOR Gateway
the	B-Actor
GO	I-Actor
confirmes	B-Activity
the	B-Activity Data
application	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MPOO	I-Actor
about	B-Activity Data
the	I-Activity Data
registration	I-Activity Data
confirmation	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MSPO	I-Actor
about	B-Activity Data
the	I-Activity Data
registration	I-Activity Data
confirmation	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
and	O
the	B-Actor
MPOO	I-Actor
perform	B-Activity
the	B-Activity Data
equipment	I-Activity Data
acquisition	I-Activity Data
and	I-Activity Data
/	I-Activity Data
or	I-Activity Data
equipment	I-Activity Data
changes	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
informs	B-Activity
the	B-Actor
GO	I-Actor
about	B-Activity Data
the	I-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
entire	I-Activity Data
process	I-Activity Data
or	B-XOR Gateway
the	B-Actor
MPON	I-Actor
informs	B-Activity
the	B-Actor
GO	I-Actor
about	B-Activity Data
the	I-Activity Data
successful	I-Activity Data
completion	I-Activity Data
of	I-Activity Data
the	I-Activity Data
entire	I-Activity Data
process	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MPON	I-Actor
about	B-Activity Data
the	I-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
overall	I-Activity Data
transaction	I-Activity Data
by	I-Activity Data
deadline	I-Activity Data
if	B-XOR Gateway
after	B-Condition Specification
a	I-Condition Specification
maximum	I-Condition Specification
time	I-Condition Specification
limit	I-Condition Specification
no	I-Condition Specification
message	I-Condition Specification
of	I-Condition Specification
the	I-Condition Specification
MPON	I-Condition Specification
is	I-Condition Specification
present	I-Condition Specification
at	I-Condition Specification
the	I-Condition Specification
GO	I-Condition Specification
.	O

If	B-XOR Gateway
the	B-Condition Specification
MPON	I-Condition Specification
informs	I-Condition Specification
the	I-Condition Specification
GO	I-Condition Specification
about	I-Condition Specification
the	I-Condition Specification
failure	I-Condition Specification
of	I-Condition Specification
the	I-Condition Specification
entire	I-Condition Specification
process	I-Condition Specification
,	O
the	B-Actor
GO	I-Actor
confirms	B-Activity
the	B-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
to	O
the	B-Actor
MPON	I-Actor
.	O

If	B-XOR Gateway
the	B-Condition Specification
MPON	I-Condition Specification
informs	I-Condition Specification
the	I-Condition Specification
GO	I-Condition Specification
about	I-Condition Specification
the	I-Condition Specification
successful	I-Condition Specification
completion	I-Condition Specification
of	I-Condition Specification
the	I-Condition Specification
overall	I-Condition Specification
process	I-Condition Specification
,	O
the	B-Actor
GO	I-Actor
assigns	B-Activity
the	B-Actor
MPON	I-Actor
.	O

The	B-Actor
GO	I-Actor
confirms	B-Activity
the	B-Activity Data
assignment	I-Activity Data
to	O
the	B-Actor
MPON	I-Actor
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MPOO	I-Actor
about	B-Activity Data
the	I-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
or	O
the	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MPOO	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MSPO	I-Actor
about	B-Activity Data
the	I-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
or	O
the	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MSPO	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
SP	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
.	O

The	B-Actor
MPOO	I-Actor
deregisters	B-Activity
at	O
the	B-Actor
GO	I-Actor
.	O

The	B-Actor
GO	I-Actor
verifies	B-Activity
the	B-Activity Data
deregistration	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
rejects	B-Activity
the	B-Activity Data
deregistration	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPOO	I-Activity Data
or	B-XOR Gateway
the	B-Actor
GO	I-Actor
preliminarily	B-Further Specification
confirms	B-Activity
the	B-Activity Data
deregistration	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPOO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
prepares	B-Activity
the	B-Activity Data
readmission	I-Activity Data
of	I-Activity Data
the	I-Activity Data
measuring	I-Activity Data
point	I-Activity Data
.	O

Optionally	O
,	O
the	O
GO	O
may	O
oblige	O
the	O
MPOO	O
to	O
continue	O
the	O
operations	O
.	O

If	B-XOR Gateway
the	B-Condition Specification
GO	I-Condition Specification
binds	I-Condition Specification
the	I-Condition Specification
MPOO	I-Condition Specification
to	I-Condition Specification
continue	I-Condition Specification
the	I-Condition Specification
operation	I-Condition Specification
,	O
the	B-Actor
MPOO	I-Actor
confirmes	B-Activity
the	B-Activity Data
continuation	I-Activity Data
to	O
the	B-Actor
MPOO	I-Actor
.	O

The	B-Actor
GO	I-Actor
performs	B-Activity
the	B-Activity Data
equipment	I-Activity Data
acquisition	I-Activity Data
and	I-Activity Data
/	I-Activity Data
or	I-Activity Data
equipment	I-Activity Data
changes	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
assigns	B-Activity
the	B-Activity Data
GO	I-Activity Data
as	I-Activity Data
MPO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MPOO	I-Actor
about	B-Activity Data
the	I-Activity Data
end	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPOO	I-Activity Data
and	I-Activity Data
the	I-Activity Data
beginning	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MSPO	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
SP	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
notifies	B-Activity
the	B-Actor
MPOO	I-Actor
about	B-Activity Data
equipment	I-Activity Data
change	I-Activity Data
intentions	I-Activity Data
.	O

The	B-Actor
MPOO	I-Actor
announces	B-Activity
self	B-Activity Data
dismounting	I-Activity Data
to	O
the	B-Actor
MPON	I-Actor
or	B-XOR Gateway

the	B-Actor
MPOO	I-Actor
shall	O
notify	B-Activity
the	B-Actor
MPON	I-Actor
about	B-Activity Data
no	I-Activity Data
self-dismounting	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPOO	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
or	I-Actor
the	I-Actor
MPOO	I-Actor
perform	B-Activity
the	B-Activity Data
final	I-Activity Data
reading	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
or	I-Actor
the	I-Actor
MPOO	I-Actor
dismount	B-Activity
the	B-Activity Data
old	I-Activity Data
equipment	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
mounts	B-Activity
the	B-Activity Data
new	I-Activity Data
device	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
reads	B-Activity
the	B-Activity Data
meter	I-Activity Data
count	I-Activity Data
from	O
the	O
installed	O
meter	O
.	O

The	B-Actor
MPON	I-Actor
sents	B-Activity
the	B-Activity Data
values	I-Activity Data
of	I-Activity Data
the	I-Activity Data
final	I-Activity Data
reading	I-Activity Data
to	O
the	B-Actor
GO	I-Actor
.	O

The	B-Actor
MPON	I-Actor
tells	B-Activity
the	B-Actor
GO	I-Actor
about	B-Activity Data
the	I-Activity Data
device	I-Activity Data
changes	I-Activity Data
,	I-Activity Data
the	I-Activity Data
master	I-Activity Data
data	I-Activity Data
and	I-Activity Data
the	I-Activity Data
meter	I-Activity Data
count	I-Activity Data
at	I-Activity Data
installation	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
shall	O
notify	B-Activity
the	B-Actor
MSP	I-Actor
about	B-Activity Data
the	I-Activity Data
device	I-Activity Data
changes	I-Activity Data
,	I-Activity Data
the	I-Activity Data
master	I-Activity Data
data	I-Activity Data
,	I-Activity Data
the	I-Activity Data
meter	I-Activity Data
count	I-Activity Data
at	I-Activity Data
dismounting	I-Activity Data
,	I-Activity Data
and	I-Activity Data
the	I-Activity Data
meter	I-Activity Data
count	I-Activity Data
at	I-Activity Data
installation	I-Activity Data
.	O

The	B-Actor
MPON	I-Actor
requests	B-Activity
a	B-Activity Data
device	I-Activity Data
takeover	I-Activity Data
bid	I-Activity Data
of	O
the	B-Actor
MPOO	I-Actor
.	O

The	B-Actor
MPOO	I-Actor
sends	B-Activity
a	B-Activity Data
tender	I-Activity Data
for	I-Activity Data
the	I-Activity Data
equipment	I-Activity Data
takeover	I-Activity Data
to	O
the	B-Actor
MPON	I-Actor
.	O

The	B-Actor
MPON	I-Actor
places	B-Activity
an	B-Activity Data
order	I-Activity Data
at	O
the	B-Actor
MPOO	I-Actor
.	O

The	B-Actor
MPOO	I-Actor
confirms	B-Activity
the	B-Activity Data
order	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MPON	I-Activity Data
and	O
sends	B-Activity
the	B-Activity Data
master	I-Activity Data
data	I-Activity Data
.	O

The	B-Actor
MSPO	I-Actor
deregisters	B-Activity
at	O
the	B-Actor
GO	I-Actor
.	O

The	B-Actor
GO	I-Actor
verifies	B-Activity
the	B-Activity Data
deregistration	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
rejects	B-Activity
the	B-Activity Data
deregistration	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MSPO	I-Activity Data
or	B-XOR Gateway
the	B-Actor
GO	I-Actor
preliminarily	B-Further Specification
confirms	B-Activity
the	B-Activity Data
deregistration	I-Activity Data
of	I-Activity Data
the	I-Activity Data
MSPO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
assigns	B-Activity
himself	B-Activity Data
as	B-Further Specification
MSP	I-Further Specification
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MSPO	I-Actor
about	B-Activity Data
the	I-Activity Data
end	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
and	I-Activity Data
the	I-Activity Data
beginning	I-Activity Data
of	I-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
MPO	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
.	O

The	B-Actor
GO	I-Actor
informs	B-Activity
the	B-Actor
SP	I-Actor
about	B-Activity Data
the	I-Activity Data
assignment	I-Activity Data
of	I-Activity Data
the	I-Activity Data
GO	I-Activity Data
.	O

The	B-Actor
party	I-Actor
sends	B-Activity
a	B-Activity Data
warrant	I-Activity Data
possession	I-Activity Data
request	I-Activity Data
asking	O
a	O
warrant	O
to	O
be	O
