GO	I-Actor
about	B-Activity Data
the	I-Activity Data
failure	I-Activity Data
of	I-Activity Data
the	I-Activity Data
changes	I-Activity Data
.	O

The	B-Actor
party	I-Actor
sends	B-Activity
a	B-Activity Data
warrant	I-Activity Data
possession	I-Activity Data
request	I-Activity Data
asking	O
a	O
warrant	O
to	O
be	O
released	O
.	O

The	B-Actor
Client	I-Actor
Service	I-Actor
Back	I-Actor
Office	I-Actor
as	O
part	O
of	O
the	O
Small	O
Claims	O
Registry	O
Operations	O
receives	B-Activity
the	B-Activity Data
request	I-Activity Data
and	O
retrieves	B-Activity
the	B-Activity Data
SCT	I-Activity Data
file	I-Activity Data
.	O

Then	O
,	O
the	B-Activity Data
SCT	I-Activity Data
Warrant	I-Activity Data
Possession	I-Activity Data
is	O
forwarded	B-Activity
to	O
Queensland	B-Actor
Police	I-Actor
.	O

The	B-Activity Data
SCT	I-Activity Data
physical	I-Activity Data
file	I-Activity Data
is	O
stored	B-Activity
by	O
the	B-Actor
Back	I-Actor
Office	I-Actor
awaiting	B-Activity
a	B-Activity Data
report	I-Activity Data
to	B-Further Specification
be	I-Further Specification
sent	I-Further Specification
by	I-Further Specification
the	I-Further Specification
Police	I-Further Specification
.	O

When	O
the	B-Activity Data
report	I-Activity Data
is	O
received	B-Activity
,	O
the	B-Activity Data
respective	I-Activity Data
SCT	I-Activity Data
file	I-Activity Data
is	O
retrieved	B-Activity
.	O

Then	O
,	O
Back	B-Actor
Office	I-Actor
attaches	B-Activity
the	B-Activity Data
new	I-Activity Data
SCT	I-Activity Data
document	I-Activity Data
,	O
and	O
stores	B-Activity
the	B-Activity Data
expanded	I-Activity Data
SCT	I-Activity Data
physical	I-Activity Data
file	I-Activity Data
.	O

After	O
that	O
,	O
some	B-Actor
other	I-Actor
MC	I-Actor
internal	I-Actor
staff	I-Actor
receives	B-Activity
the	B-Activity Data
physical	I-Activity Data
SCT	I-Activity Data
file	I-Activity Data
(	O
out	O
of	O
scope	O
)	O
.	O

Each	O
morning	O
,	O
the	B-Activity Data
files	I-Activity Data
which	I-Activity Data
have	I-Activity Data
yet	I-Activity Data
to	I-Activity Data
be	I-Activity Data
processed	I-Activity Data
need	O
to	O
be	O
checked	B-Activity
,	O
to	O
make	O
sure	O
they	O
are	O
in	O
order	O
for	O
the	O
court	O
hearing	O
that	O
day	O
.	O

If	B-XOR Gateway
some	B-Condition Specification
files	I-Condition Specification
are	I-Condition Specification
missing	I-Condition Specification
,	O
a	B-Activity Data
search	I-Activity Data
is	O
initiated	B-Activity
,	O
otherwise	B-XOR Gateway
the	B-Activity Data
files	I-Activity Data
can	O
be	O
physically	O
tracked	B-Activity
to	B-Further Specification
the	I-Further Specification
intended	I-Further Specification
location	I-Further Specification
.	O

Once	O
all	O
the	O
files	O
are	O
ready	O
,	O
these	B-Activity Data
are	O
handed	B-Activity
to	O
the	B-Actor
Associate	I-Actor
,	O
and	O
meantime	B-AND Gateway
the	B-Activity Data
Judgeis	I-Activity Data
Lawlist	I-Activity Data
is	O
distributed	B-Activity
to	O
the	B-Actor
relevant	I-Actor
people	I-Actor
.	O

Afterwards	O
,	O
the	B-Activity Data
directions	I-Activity Data
hearings	I-Activity Data
are	O
conducted	B-Activity
.	O

In	O
the	O
context	O
of	O
a	O
claim	O
handling	O
process	O
,	O
it	O
is	O
sometimes	O
necessary	O
to	O
send	B-Activity
a	B-Activity Data
questionnaire	I-Activity Data
to	O
the	B-Actor
claimant	I-Actor
to	O
gather	O
additional	O
information	O
.	O

The	B-Actor
claimant	I-Actor
is	O
expected	O
to	O
return	B-Activity
the	B-Activity Data
questionnaire	I-Activity Data
within	O
five	O
days	O
.	O

If	B-XOR Gateway
no	B-Condition Specification
response	I-Condition Specification
is	I-Condition Specification
received	I-Condition Specification
after	I-Condition Specification
five	I-Condition Specification
days	I-Condition Specification
,	O
a	B-Activity Data
reminder	I-Activity Data
is	O
sent	B-Activity
to	O
the	B-Actor
claimant	I-Actor
.	O

If	B-XOR Gateway
after	B-Condition Specification
another	I-Condition Specification
five	I-Condition Specification
days	I-Condition Specification
there	I-Condition Specification
is	I-Condition Specification
still	I-Condition Specification
no	I-Condition Specification
response	I-Condition Specification
,	O
another	B-Activity Data
reminder	I-Activity Data
is	O
sent	B-Activity
and	O
so	O
on	O
until	O
the	O
completed	O
questionnaire	O
is	O
received	O
.	O

Mail	B-Activity Data
from	I-Activity Data
the	I-Activity Data
party	I-Activity Data
is	O
collected	B-Activity
on	O
a	O
daily	O
basis	O
by	O
the	B-Actor
Mail	I-Actor
Processing	I-Actor
